customer_id,order_date
HUNGO,1997-10-21
HUNGO,1997-11-11
HUNGO,1998-02-19
HUNGO,1998-02-26
HUNGO,1998-03-30
HUNGO,1998-04-30
ISLAT,1996-09-26
ISLAT,1996-10-01
ISLAT,1996-10-03
ISLAT,1997-03-13
ISLAT,1997-08-05
ISLAT,1997-09-18
ISLAT,1997-11-20
ISLAT,1997-12-26
ISLAT,1998-01-13
ISLAT,1998-03-06
KOENE,1996-10-07
KOENE,1996-10-09
KOENE,1997-02-25
KOENE,1997-03-07
KOENE,1997-04-15
KOENE,1997-05-20
KOENE,1997-08-13
KOENE,1997-10-27
KOENE,1997-12-26
KOENE,1998-01-06
KOENE,1998-01-23
KOENE,1998-02-18
KOENE,1998-04-16
LACOR,1998-01-29
LACOR,1998-03-05
LACOR,1998-03-24
LAMAI,1996-11-11
LAMAI,1996-11-20
LAMAI,1996-12-03
LAMAI,1997-01-14
LAMAI,1997-01-24
LAMAI,1997-02-21
LAMAI,1997-04-02
LAMAI,1997-04-09
LAMAI,1997-07-25
LAMAI,1997-08-14
LAMAI,1997-12-19
LAMAI,1998-01-14
LAMAI,1998-03-03
LAMAI,1998-04-27
LAUGB,1997-04-03
LAUGB,1997-08-05
LAUGB,1998-01-01
LAZYK,1997-03-21
LAZYK,1997-05-22
LEHMS,1996-08-13
LEHMS,1996-08-19
LEHMS,1996-10-31
LEHMS,1997-04-04
LEHMS,1997-04-30
LEHMS,1997-05-12
LEHMS,1997-05-14
LEHMS,1997-06-03
LEHMS,1997-07-08
LEHMS,1997-07-09
LEHMS,1997-12-10
LEHMS,1998-01-30
LEHMS,1998-02-17
LEHMS,1998-03-09
LEHMS,1998-05-05
LETSS,1997-06-25
LETSS,1997-10-27
LETSS,1997-11-10
LETSS,1998-02-12
LILAS,1996-08-16
LILAS,1996-09-03
LILAS,1996-10-16
LILAS,1996-11-19
LILAS,1996-12-12
LILAS,1997-02-28
LILAS,1997-04-08
LILAS,1997-05-21
LILAS,1997-12-16
LILAS,1998-01-09
LILAS,1998-02-20
LILAS,1998-04-03
LILAS,1998-05-01
LILAS,1998-05-05
LINOD,1997-01-06
LINOD,1997-03-25
LINOD,1997-08-20
LINOD,1997-10-08
LINOD,1997-11-04
LINOD,1998-01-02
LINOD,1998-01-19
LINOD,1998-03-02
LINOD,1998-03-17
LINOD,1998-04-10
LINOD,1998-04-21
LONEP,1996-09-17
LONEP,1996-09-30
LONEP,1997-05-21
LONEP,1997-09-09
LONEP,1997-09-11
LONEP,1998-02-03
LONEP,1998-02-12
LONEP,1998-04-13
MAGAA,1996-08-07
MAGAA,1996-09-09
MAGAA,1997-01-03
MAGAA,1997-03-06
MAGAA,1997-08-18
MAGAA,1997-11-25
MAGAA,1997-12-18
MAGAA,1998-01-07
MAGAA,1998-03-10
MAGAA,1998-03-16
MAISD,1997-05-07
MAISD,1997-08-28
MAISD,1997-12-01
MAISD,1998-02-17
MAISD,1998-02-19
MAISD,1998-03-26
MAISD,1998-04-07
MEREP,1996-10-17
MEREP,1996-10-28
MEREP,1996-12-09
MEREP,1997-01-23
MEREP,1997-02-07
MEREP,1997-04-14
MEREP,1997-06-11
MEREP,1997-06-17
MEREP,1997-07-07
MEREP,1997-07-21
MEREP,1997-08-01
MEREP,1997-08-04
MEREP,1997-10-30
MORGK,1996-08-09
MORGK,1997-06-20
MORGK,1997-10-09
MORGK,1997-12-16
MORGK,1998-03-12
NORTS,1997-04-24
NORTS,1997-11-24
NORTS,1998-04-29
OCEAN,1997-01-09
OCEAN,1997-05-08
OCEAN,1998-02-20
OCEAN,1998-03-18
OCEAN,1998-03-30
OLDWO,1996-09-13
OLDWO,1996-10-25
OLDWO,1997-02-10
OLDWO,1997-07-09
OLDWO,1997-09-24
OLDWO,1997-10-16
OLDWO,1998-01-01
OLDWO,1998-01-27
OLDWO,1998-03-20
OLDWO,1998-04-20
OTTIK,1996-07-19
OTTIK,1997-01-07
OTTIK,1997-04-16
OTTIK,1997-05-30
OTTIK,1997-06-26
OTTIK,1997-09-26
OTTIK,1997-12-05
OTTIK,1998-01-15
OTTIK,1998-04-03
OTTIK,1998-04-14
PERIC,1996-10-04
PERIC,1996-11-14
PERIC,1997-03-13
PERIC,1997-04-10
PERIC,1998-04-02
PERIC,1998-05-05
PICCO,1996-11-13
PICCO,1996-12-24
PICCO,1997-01-27
PICCO,1997-03-28
PICCO,1997-05-08
PICCO,1997-07-11
PICCO,1997-09-30
PICCO,1997-11-19
PICCO,1998-01-21
PICCO,1998-04-27
PRINI,1996-10-23
PRINI,1996-12-27
PRINI,1997-02-03
PRINI,1997-03-17
PRINI,1998-04-08
QUEDE,1996-07-19
QUEDE,1996-08-27
QUEDE,1996-12-11
QUEDE,1997-01-21
QUEDE,1997-07-02
QUEDE,1997-08-27
QUEDE,1997-10-28
QUEDE,1997-12-24
QUEDE,1998-03-31
QUEEN,1996-12-04
QUEEN,1997-01-07
QUEEN,1997-03-26
QUEEN,1997-08-19
QUEEN,1997-09-05
QUEEN,1997-10-14
QUEEN,1997-11-04
QUEEN,1997-12-19
QUEEN,1998-02-04
QUEEN,1998-02-26
QUEEN,1998-02-27
QUEEN,1998-03-19
QUEEN,1998-05-04
QUICK,1996-08-05
QUICK,1996-08-20
QUICK,1996-08-21
QUICK,1996-09-24
QUICK,1996-11-04
QUICK,1996-11-22
QUICK,1997-01-17
QUICK,1997-02-19
QUICK,1997-04-23
QUICK,1997-05-05
QUICK,1997-05-19
QUICK,1997-05-27
QUICK,1997-07-03
QUICK,1997-09-05
QUICK,1997-10-03
QUICK,1997-10-06
QUICK,1997-10-29
QUICK,1997-11-18
QUICK,1997-12-04
QUICK,1997-12-22
QUICK,1998-01-21
QUICK,1998-02-02
QUICK,1998-02-10
QUICK,1998-03-10
QUICK,1998-03-19
QUICK,1998-04-01
QUICK,1998-04-02
QUICK,1998-04-14
RANCH,1997-02-17
RANCH,1997-10-24
RANCH,1998-01-13
RANCH,1998-02-27
RANCH,1998-04-13
RATTC,1996-07-22
RATTC,1996-08-02
RATTC,1996-08-30
RATTC,1996-09-25
RATTC,1996-09-27
RATTC,1996-11-05
RATTC,1997-01-01
RATTC,1997-03-19
RATTC,1997-06-10
RATTC,1997-06-16
RATTC,1997-07-14
RATTC,1997-12-02
RATTC,1998-01-07
RATTC,1998-01-26
RATTC,1998-02-16
RATTC,1998-03-31
RATTC,1998-04-06
RATTC,1998-05-06
REGGC,1996-08-23
REGGC,1997-01-28
REGGC,1997-02-12
REGGC,1997-06-09
REGGC,1997-07-02
REGGC,1997-09-03
REGGC,1997-11-03
REGGC,1998-01-02
REGGC,1998-02-26
REGGC,1998-03-11
REGGC,1998-04-09
REGGC,1998-04-30
RICAR,1996-08-22
RICAR,1996-09-06
RICAR,1997-02-14
RICAR,1997-03-20
RICAR,1997-06-10
RICAR,1997-08-06
RICAR,1997-08-28
RICAR,1998-01-05
RICAR,1998-01-26
RICAR,1998-02-09
RICAR,1998-04-29
RICSU,1996-07-12
RICSU,1997-01-20
RICSU,1997-05-14
RICSU,1997-09-12
RICSU,1997-11-24
RICSU,1997-11-28
RICSU,1998-03-06
RICSU,1998-03-16
RICSU,1998-04-17
RICSU,1998-05-06
ROMEY,1996-08-14
ROMEY,1996-08-15
ROMEY,1996-09-16
ROMEY,1998-03-02
ROMEY,1998-04-09
SANTG,1996-12-18
SANTG,1997-04-29
SANTG,1997-08-20
SANTG,1998-01-14
SANTG,1998-02-26
SANTG,1998-04-10
SAVEA,1996-10-08
SAVEA,1996-12-25
SAVEA,1996-12-30
SAVEA,1997-02-10
SAVEA,1997-02-20
SAVEA,1997-04-18
SAVEA,1997-06-02
SAVEA,1997-07-18
SAVEA,1997-07-22
SAVEA,1997-07-28
SAVEA,1997-08-11
SAVEA,1997-09-04
SAVEA,1997-09-23
SAVEA,1997-10-10
SAVEA,1997-10-21
SAVEA,1997-10-22
SAVEA,1997-10-29
SAVEA,1997-11-20
SAVEA,1997-11-27
SAVEA,1998-01-05
SAVEA,1998-01-22
SAVEA,1998-02-11
SAVEA,1998-02-18
SAVEA,1998-03-11
SAVEA,1998-03-27
SAVEA,1998-03-30
SAVEA,1998-04-06
SAVEA,1998-04-17
SAVEA,1998-05-01
SEVES,1996-11-21
SEVES,1996-12-09
SEVES,1996-12-19
SEVES,1997-03-12
SEVES,1997-05-01
SEVES,1997-05-23
SEVES,1997-12-26
SEVES,1997-12-30
SEVES,1998-02-04
SIMOB,1996-10-29
SIMOB,1997-01-16
SIMOB,1997-06-03
SIMOB,1997-08-22
SIMOB,1997-09-15
SIMOB,1997-12-29
SIMOB,1998-05-06
SPECD,1997-11-12
SPECD,1998-02-25
SPECD,1998-03-20
SPECD,1998-04-22
SPLIR,1996-08-01
SPLIR,1996-10-15
SPLIR,1996-11-08
SPLIR,1996-12-02
SPLIR,1996-12-17
SPLIR,1997-01-31
SPLIR,1997-11-27
SPLIR,1998-01-08
SPLIR,1998-03-25
SUPRD,1996-07-09
SUPRD,1996-09-10
SUPRD,1997-02-26
SUPRD,1997-03-04
SUPRD,1997-03-14
SUPRD,1997-12-05
SUPRD,1998-01-20
SUPRD,1998-01-22
SUPRD,1998-02-12
SUPRD,1998-03-06
SUPRD,1998-04-20
SUPRD,1998-04-21
THEBI,1996-09-20
THEBI,1997-10-17
THEBI,1997-12-30
THEBI,1998-04-01
THECR,1997-08-07
THECR,1997-12-12
THECR,1998-04-06
TOMSP,1996-07-05
TOMSP,1997-02-06
TOMSP,1997-02-14
TOMSP,1997-05-26
TOMSP,1997-07-23
TOMSP,1998-03-23
TORTU,1996-08-08
TORTU,1996-08-29
TORTU,1996-09-12
TORTU,1996-10-02
TORTU,1997-04-25
TORTU,1997-06-23
TORTU,1997-09-22
TORTU,1998-01-20
TORTU,1998-02-27
TORTU,1998-05-04
TRADH,1996-08-28
TRADH,1997-04-04
TRADH,1997-07-22
TRADH,1998-01-13
TRADH,1998-01-15
TRADH,1998-01-19
TRAIH,1997-06-19
TRAIH,1997-06-23
TRAIH,1998-01-08
VAFFE,1996-11-28
VAFFE,1996-12-31
VAFFE,1997-03-05
VAFFE,1997-07-07
VAFFE,1997-07-17
VAFFE,1997-10-01
VAFFE,1997-11-17
VAFFE,1997-12-08
VAFFE,1998-03-03
VAFFE,1998-03-12
VAFFE,1998-04-02
VICTE,1996-07-08
VICTE,1996-10-21
VICTE,1997-02-19
VICTE,1997-02-27
VICTE,1997-03-18
VICTE,1997-05-23
VICTE,1997-12-31
VICTE,1998-01-05
VICTE,1998-01-21
VICTE,1998-01-23
VINET,1996-07-04
VINET,1996-08-06
VINET,1996-09-02
VINET,1997-11-11
VINET,1997-11-12
WANDK,1996-09-09
WANDK,1996-09-23
WANDK,1996-11-07
WANDK,1996-11-18
WANDK,1997-04-22
WANDK,1997-08-14
WANDK,1997-08-21
WANDK,1997-09-01
WANDK,1997-09-15
WANDK,1998-04-23
WARTH,1996-07-26
WARTH,1996-08-01
WARTH,1996-10-03
WARTH,1996-10-18
WARTH,1997-01-13
WARTH,1997-01-16
WARTH,1997-02-05
WARTH,1997-02-24
WARTH,1997-05-05
WARTH,1997-05-30
WARTH,1997-06-30
WARTH,1997-08-19
WARTH,1997-11-21
WARTH,1997-12-17
WARTH,1998-04-15
WELLI,1996-07-15
WELLI,1997-01-21
WELLI,1997-07-01
WELLI,1997-08-25
WELLI,1997-12-30
WELLI,1998-01-01
WELLI,1998-02-20
WELLI,1998-02-24
WELLI,1998-03-09
WHITC,1996-07-31
WHITC,1996-11-01
WHITC,1997-03-10
WHITC,1997-03-24
WHITC,1997-04-11
WHITC,1997-07-11
WHITC,1997-10-06
WHITC,1997-10-08
WHITC,1997-10-30
WHITC,1997-11-13
WHITC,1998-01-30
WHITC,1998-02-24
WHITC,1998-04-17
WHITC,1998-05-01
WILMK,1997-07-30
WILMK,1997-09-18
WILMK,1997-10-07
WILMK,1998-02-06
WILMK,1998-02-10
WILMK,1998-02-26
WILMK,1998-04-07
WOLZA,1996-12-05
WOLZA,1997-07-25
WOLZA,1997-12-23
WOLZA,1998-02-04
WOLZA,1998-02-25
WOLZA,1998-04-03
WOLZA,1998-04-23
