customer_id,category_id,category_name,total_spending,product_id,product_name
AROUT,8,Seafood,41,Jack's New England Clam Chowder,135.09999465942383
AROUT,8,Seafood,46,Spegesild,319.1999997496605
AROUT,8,Seafood,73,Röd Kaviar,45.0
AROUT,7,Produce,51,Manjimup Dried Apples,1060.0
AROUT,6,Meat/Poultry,53,Perth Pasties,590.3999862670898
AROUT,6,Meat/Poultry,55,Pâté chinois,504.0
AROUT,5,Grains/Cereals,22,Gustaf's Knäckebröd,84.0
AROUT,5,Grains/Cereals,52,Filo Mix,266.0
AROUT,5,Grains/Cereals,56,Gnocchi di nonna Alice,607.9999923706055
AROUT,5,Grains/Cereals,57,Ravioli Angelo,1170.0000095367432
AROUT,4,Dairy Products,31,Gorgonzola Telino,1406.2499995343387
AROUT,4,Dairy Products,60,Camembert Pierrot,510.0
AROUT,4,Dairy Products,71,Flotemysost,258.0
AROUT,3,Confections,20,Sir Rodney's Marmalade,3847.499996982515
AROUT,3,Confections,47,Zaanse koeken,237.5
AROUT,3,Confections,48,Chocolade,137.6999971970916
AROUT,3,Confections,50,Valkoinen suklaa,585.0
AROUT,1,Beverages,2,Chang,227.9999991506338
AROUT,1,Beverages,24,Guaraná Fantástica,89.99999761581421
AROUT,1,Beverages,35,Steeleye Stout,72.0
AROUT,1,Beverages,67,Laughing Lumberjack Lager,210.0
AROUT,1,Beverages,70,Outback Lager,626.9999970495701
BERGS,8,Seafood,10,Ikura,619.999999076128
BERGS,8,Seafood,13,Konbu,36.0
BERGS,8,Seafood,30,Nord-Ost Matjeshering,1035.5999755859375
BERGS,8,Seafood,40,Boston Crab Meat,1379.9999713897705
BERGS,8,Seafood,41,Jack's New England Clam Chowder,327.49999046325684
BERGS,8,Seafood,73,Röd Kaviar,300.0
BERGS,7,Produce,14,Tofu,372.0
BERGS,7,Produce,28,Rössle Sauerkraut,2143.1999262452127
BERGS,6,Meat/Poultry,17,Alice Mutton,312.00000762939453
BERGS,6,Meat/Poultry,29,Thüringer Rostbratwurst,928.4250068664551
BERGS,6,Meat/Poultry,53,Perth Pasties,393.59999084472656
BERGS,6,Meat/Poultry,54,Tourtière,240.4799974729121
BERGS,6,Meat/Poultry,55,Pâté chinois,384.00001525878906
BERGS,5,Grains/Cereals,52,Filo Mix,175.0
BERGS,4,Dairy Products,32,Mascarpone Fabioli,287.99999952316284
BERGS,4,Dairy Products,59,Raclette Courdavault,660.0
BERGS,4,Dairy Products,60,Camembert Pierrot,1088.0000114440918
BERGS,4,Dairy Products,71,Flotemysost,688.0
BERGS,3,Confections,16,Pavlova,188.46000792771576
BERGS,3,Confections,19,Teatime Chocolate Biscuits,229.99999523162842
BERGS,3,Confections,20,Sir Rodney's Marmalade,1814.4000854492188
BERGS,3,Confections,26,Gumbär Gummibärchen,1193.2874822616577
BERGS,3,Confections,47,Zaanse koeken,464.54999970272183
BERGS,3,Confections,49,Maxilaku,300.0
BERGS,2,Condiments,3,Aniseed Syrup,300.0
BERGS,2,Condiments,4,Chef Anton's Cajun Seasoning,237.59999960660934
BERGS,2,Condiments,44,Gula Malacca,248.0
BERGS,2,Condiments,63,Vegie-spread,280.79998779296875
BERGS,1,Beverages,1,Chai,472.5
BERGS,1,Beverages,2,Chang,299.25
BERGS,1,Beverages,24,Guaraná Fantástica,63.44999885559082
BERGS,1,Beverages,35,Steeleye Stout,115.19999694824219
BERGS,1,Beverages,38,Côte de Blaye,3557.249994110316
BERGS,1,Beverages,39,Chartreuse verte,410.39999717473984
BERGS,1,Beverages,43,Ipoh Coffee,2760.0
BERGS,1,Beverages,75,Rhönbräu Klosterbier,337.1249941047281
BERGS,1,Beverages,76,Lakkalikööri,283.5
BLAUS,8,Seafood,18,Carnarvon Tigers,625.0
BLAUS,7,Produce,28,Rössle Sauerkraut,136.79999542236328
BLAUS,7,Produce,51,Manjimup Dried Apples,424.0
BLAUS,6,Meat/Poultry,54,Tourtière,148.99999618530273
BLAUS,5,Grains/Cereals,57,Ravioli Angelo,78.0
BLAUS,4,Dairy Products,11,Queso Cabrales,294.0
BLAUS,4,Dairy Products,60,Camembert Pierrot,714.0
BLAUS,3,Confections,21,Sir Rodney's Scones,230.0
BLAUS,3,Confections,47,Zaanse koeken,133.0
BLAUS,2,Condiments,61,Sirop d'érable,114.0
BLAUS,1,Beverages,39,Chartreuse verte,90.0
BLAUS,1,Beverages,76,Lakkalikööri,252.0
BLONP,8,Seafood,10,Ikura,347.19998931884766
BLONP,8,Seafood,18,Carnarvon Tigers,956.2499932944775
BLONP,8,Seafood,41,Jack's New England Clam Chowder,110.0099955649674
BLONP,8,Seafood,46,Spegesild,48.00000190734863
BLONP,7,Produce,28,Rössle Sauerkraut,1092.0000457763672
BLONP,6,Meat/Poultry,17,Alice Mutton,936.0000228881836
BLONP,6,Meat/Poultry,29,Thüringer Rostbratwurst,3465.0
BLONP,6,Meat/Poultry,54,Tourtière,165.2000026702881
BLONP,6,Meat/Poultry,55,Pâté chinois,410.3999996781349
BLONP,5,Grains/Cereals,52,Filo Mix,111.99999809265137
BLONP,5,Grains/Cereals,56,Gnocchi di nonna Alice,1094.3999844551086
BLONP,5,Grains/Cereals,57,Ravioli Angelo,292.5
BLONP,5,Grains/Cereals,64,Wimmers gute Semmelknödel,718.2000091105699
BLONP,4,Dairy Products,11,Queso Cabrales,624.7499956190586
BLONP,4,Dairy Products,31,Gorgonzola Telino,1031.2499995343387
BLONP,4,Dairy Products,59,Raclette Courdavault,660.0
BLONP,4,Dairy Products,72,Mozzarella di Giovanni,555.9999847412109
BLONP,3,Confections,49,Maxilaku,560.0
BLONP,3,Confections,62,Tarte au sucre,1379.0000534057617
BLONP,1,Beverages,1,Chai,450.0
BLONP,1,Beverages,38,Côte de Blaye,2108.000030517578
BLONP,1,Beverages,39,Chartreuse verte,863.9999771118164
BLONP,1,Beverages,70,Outback Lager,240.0
BLONP,1,Beverages,75,Rhönbräu Klosterbier,133.91999565839768
BLONP,1,Beverages,76,Lakkalikööri,180.0
BOLID,6,Meat/Poultry,17,Alice Mutton,1170.0
BOLID,6,Meat/Poultry,29,Thüringer Rostbratwurst,1856.8500137329102
BOLID,5,Grains/Cereals,52,Filo Mix,223.99999916553497
BOLID,5,Grains/Cereals,57,Ravioli Angelo,249.60000610351562
BOLID,2,Condiments,4,Chef Anton's Cajun Seasoning,422.40000915527344
BOLID,1,Beverages,75,Rhönbräu Klosterbier,309.99999046325684
BONAP,8,Seafood,10,Ikura,1116.0
BONAP,8,Seafood,13,Konbu,120.0
BONAP,8,Seafood,18,Carnarvon Tigers,2449.999999254942
BONAP,8,Seafood,36,Inlagd Sill,570.0
BONAP,8,Seafood,40,Boston Crab Meat,772.7999831557274
BONAP,8,Seafood,41,Jack's New England Clam Chowder,87.7799977567792
BONAP,8,Seafood,46,Spegesild,252.0
BONAP,7,Produce,7,Uncle Bob's Organic Dried Pears,1514.9999910593033
BONAP,7,Produce,14,Tofu,348.75
BONAP,7,Produce,51,Manjimup Dried Apples,1855.0000297278166
BONAP,6,Meat/Poultry,17,Alice Mutton,592.7999995350838
BONAP,6,Meat/Poultry,54,Tourtière,230.10000371932983
BONAP,5,Grains/Cereals,23,Tunnbröd,107.99999713897705
BONAP,5,Grains/Cereals,42,Singaporean Hokkien Fried Mee,398.9999996870756
BONAP,5,Grains/Cereals,56,Gnocchi di nonna Alice,855.0
BONAP,5,Grains/Cereals,57,Ravioli Angelo,204.75
BONAP,5,Grains/Cereals,64,Wimmers gute Semmelknödel,877.8000030517578
BONAP,4,Dairy Products,31,Gorgonzola Telino,35.62499997206032
BONAP,4,Dairy Products,69,Gudbrandsdalsost,675.0
BONAP,4,Dairy Products,71,Flotemysost,645.0
BONAP,4,Dairy Products,72,Mozzarella di Giovanni,556.7999877929688
BONAP,3,Confections,16,Pavlova,918.7425390376523
BONAP,3,Confections,19,Teatime Chocolate Biscuits,68.99999856948853
BONAP,3,Confections,25,NuNuCa Nuß-Nougat-Creme,559.9999904632568
BONAP,3,Confections,47,Zaanse koeken,213.75
BONAP,3,Confections,62,Tarte au sucre,621.1799893584848
BONAP,2,Condiments,4,Chef Anton's Cajun Seasoning,934.9999934434891
BONAP,2,Condiments,6,Grandma's Boysenberry Spread,1562.4999990686774
BONAP,2,Condiments,8,Northwoods Cranberry Sauce,339.9999976158142
BONAP,2,Condiments,65,Louisiana Fiery Hot Pepper Sauce,199.97499259524048
BONAP,1,Beverages,39,Chartreuse verte,378.0
BONAP,1,Beverages,43,Ipoh Coffee,1398.3999699115752
BONAP,1,Beverages,75,Rhönbräu Klosterbier,139.499999769032
BONAP,1,Beverages,76,Lakkalikööri,360.0
BOTTM,8,Seafood,10,Ikura,1326.7999877929688
BOTTM,8,Seafood,40,Boston Crab Meat,551.2499928474426
BOTTM,8,Seafood,41,Jack's New England Clam Chowder,153.99999561160803
BOTTM,7,Produce,7,Uncle Bob's Organic Dried Pears,600.0
BOTTM,7,Produce,51,Manjimup Dried Apples,1272.0
BOTTM,6,Meat/Poultry,17,Alice Mutton,1404.0000286102295
BOTTM,6,Meat/Poultry,55,Pâté chinois,288.0000114440918
BOTTM,5,Grains/Cereals,42,Singaporean Hokkien Fried Mee,212.79999620914458
BOTTM,5,Grains/Cereals,56,Gnocchi di nonna Alice,684.0
BOTTM,4,Dairy Products,11,Queso Cabrales,78.75
BOTTM,4,Dairy Products,33,Geitost,135.5
BOTTM,4,Dairy Products,59,Raclette Courdavault,1020.799998819828
BOTTM,4,Dairy Products,60,Camembert Pierrot,2337.5
BOTTM,4,Dairy Products,72,Mozzarella di Giovanni,1217.9999732971191
BOTTM,3,Confections,25,NuNuCa Nuß-Nougat-Creme,638.3999886274338
BOTTM,3,Confections,47,Zaanse koeken,170.9999978542328
BOTTM,3,Confections,62,Tarte au sucre,4522.474972724915
BOTTM,3,Confections,68,Scottish Longbreads,525.0
BOTTM,2,Condiments,3,Aniseed Syrup,200.0
BOTTM,2,Condiments,6,Grandma's Boysenberry Spread,300.0
BOTTM,2,Condiments,8,Northwoods Cranberry Sauce,640.0
BOTTM,2,Condiments,44,Gula Malacca,758.5750084519386
BOTTM,1,Beverages,1,Chai,810.0
BOTTM,1,Beverages,24,Guaraná Fantástica,101.25
BOTTM,1,Beverages,43,Ipoh Coffee,414.0
BOTTM,1,Beverages,70,Outback Lager,360.0
BOTTM,1,Beverages,75,Rhönbräu Klosterbier,77.5
BSBEV,8,Seafood,13,Konbu,138.0
BSBEV,8,Seafood,40,Boston Crab Meat,146.99999809265137
BSBEV,8,Seafood,46,Spegesild,180.0
BSBEV,7,Produce,7,Uncle Bob's Organic Dried Pears,840.0
BSBEV,7,Produce,51,Manjimup Dried Apples,127.20000457763672
BSBEV,5,Grains/Cereals,22,Gustaf's Knäckebröd,441.0
BSBEV,5,Grains/Cereals,56,Gnocchi di nonna Alice,607.9999923706055
BSBEV,5,Grains/Cereals,57,Ravioli Angelo,117.0
BSBEV,5,Grains/Cereals,64,Wimmers gute Semmelknödel,239.40000343322754
BSBEV,4,Dairy Products,33,Geitost,37.5
BSBEV,4,Dairy Products,59,Raclette Courdavault,220.0
BSBEV,4,Dairy Products,72,Mozzarella di Giovanni,34.79999923706055
BSBEV,3,Confections,21,Sir Rodney's Scones,262.0
BSBEV,3,Confections,49,Maxilaku,120.0
BSBEV,3,Confections,62,Tarte au sucre,492.99999237060547
BSBEV,2,Condiments,3,Aniseed Syrup,240.0
BSBEV,1,Beverages,35,Steeleye Stout,360.0
BSBEV,1,Beverages,43,Ipoh Coffee,1380.0
BSBEV,1,Beverages,70,Outback Lager,105.0
CACTU,8,Seafood,41,Jack's New England Clam Chowder,96.49999618530273
CACTU,8,Seafood,73,Röd Kaviar,150.0
CACTU,7,Produce,28,Rössle Sauerkraut,364.79998779296875
CACTU,4,Dairy Products,31,Gorgonzola Telino,12.5
CACTU,4,Dairy Products,33,Geitost,25.0
CACTU,3,Confections,68,Scottish Longbreads,75.0
CACTU,1,Beverages,34,Sasquatch Ale,280.0
CACTU,1,Beverages,35,Steeleye Stout,54.0
CACTU,1,Beverages,43,Ipoh Coffee,322.0
CACTU,1,Beverages,67,Laughing Lumberjack Lager,280.0
CACTU,1,Beverages,75,Rhönbräu Klosterbier,155.0
CENTC,8,Seafood,37,Gravad lax,20.799999237060547
CENTC,3,Confections,21,Sir Rodney's Scones,80.0
CHOPS,8,Seafood,10,Ikura,471.1999996304512
CHOPS,8,Seafood,13,Konbu,36.0
CHOPS,8,Seafood,37,Gravad lax,208.0
CHOPS,7,Produce,51,Manjimup Dried Apples,1510.4999988153577
CHOPS,7,Produce,74,Longlife Tofu,303.9999990463257
CHOPS,6,Meat/Poultry,55,Pâté chinois,342.72001121520987
CHOPS,5,Grains/Cereals,42,Singaporean Hokkien Fried Mee,392.0
CHOPS,5,Grains/Cereals,56,Gnocchi di nonna Alice,2667.599997282028
CHOPS,5,Grains/Cereals,64,Wimmers gute Semmelknödel,798.0000114440918
CHOPS,4,Dairy Products,60,Camembert Pierrot,322.99999974668026
CHOPS,4,Dairy Products,69,Gudbrandsdalsost,1440.0
CHOPS,3,Confections,21,Sir Rodney's Scones,379.9999997019768
CHOPS,3,Confections,62,Tarte au sucre,946.5599818253518
CHOPS,2,Condiments,63,Vegie-spread,1843.800064086914
CHOPS,1,Beverages,1,Chai,183.5999938488007
CHOPS,1,Beverages,2,Chang,455.9999983012676
CHOPS,1,Beverages,24,Guaraná Fantástica,45.89999846220017
COMMI,8,Seafood,46,Spegesild,156.00000190734863
COMMI,6,Meat/Poultry,29,Thüringer Rostbratwurst,1485.0
COMMI,5,Grains/Cereals,56,Gnocchi di nonna Alice,911.9999885559082
COMMI,4,Dairy Products,11,Queso Cabrales,167.99999237060547
COMMI,3,Confections,49,Maxilaku,240.0
COMMI,2,Condiments,5,Chef Anton's Gumbo Mix,340.0
COMMI,2,Condiments,44,Gula Malacca,291.7500114440918
COMMI,2,Condiments,61,Sirop d'érable,114.0
COMMI,2,Condiments,77,Original Frankfurter grüne Soße,103.99999618530273
CONSH,8,Seafood,13,Konbu,4.800000190734863
CONSH,6,Meat/Poultry,9,Mishi Kobe Niku,291.0
CONSH,5,Grains/Cereals,22,Gustaf's Knäckebröd,201.59999084472656
CONSH,5,Grains/Cereals,23,Tunnbröd,151.19999599456787
CONSH,4,Dairy Products,72,Mozzarella di Giovanni,277.99999237060547
CONSH,2,Condiments,5,Chef Anton's Gumbo Mix,640.5000114440918
CONSH,1,Beverages,2,Chang,151.99999809265137
DRACD,8,Seafood,13,Konbu,128.40000343322754
DRACD,8,Seafood,41,Jack's New England Clam Chowder,86.84999656677246
DRACD,6,Meat/Poultry,53,Perth Pasties,655.9999847412109
DRACD,4,Dairy Products,11,Queso Cabrales,420.0
DRACD,4,Dairy Products,31,Gorgonzola Telino,200.0
DRACD,4,Dairy Products,59,Raclette Courdavault,1650.0
DRACD,3,Confections,26,Gumbär Gummibärchen,374.75999450683594
DRACD,1,Beverages,75,Rhönbräu Klosterbier,74.39999771118164
DRACD,1,Beverages,76,Lakkalikööri,172.79999542236328
DUMON,8,Seafood,10,Ikura,310.0
DUMON,8,Seafood,41,Jack's New England Clam Chowder,135.09999465942383
DUMON,6,Meat/Poultry,17,Alice Mutton,585.0
DUMON,5,Grains/Cereals,42,Singaporean Hokkien Fried Mee,67.19999885559082
DUMON,5,Grains/Cereals,52,Filo Mix,63.0
DUMON,4,Dairy Products,69,Gudbrandsdalsost,201.59999465942383
DUMON,3,Confections,21,Sir Rodney's Scones,60.0
DUMON,1,Beverages,1,Chai,54.0
DUMON,1,Beverages,34,Sasquatch Ale,140.0
EASTC,8,Seafood,30,Nord-Ost Matjeshering,388.34999084472656
EASTC,7,Produce,7,Uncle Bob's Organic Dried Pears,3000.0
EASTC,6,Meat/Poultry,29,Thüringer Rostbratwurst,2079.0
EASTC,6,Meat/Poultry,55,Pâté chinois,840.0
EASTC,4,Dairy Products,11,Queso Cabrales,105.0
EASTC,4,Dairy Products,33,Geitost,75.0
EASTC,4,Dairy Products,60,Camembert Pierrot,1700.0
EASTC,4,Dairy Products,69,Gudbrandsdalsost,863.9999771118164
EASTC,4,Dairy Products,71,Flotemysost,1161.0000038146973
EASTC,4,Dairy Products,72,Mozzarella di Giovanni,695.9999847412109
EASTC,3,Confections,26,Gumbär Gummibärchen,374.75999450683594
EASTC,3,Confections,49,Maxilaku,480.0
EASTC,2,Condiments,4,Chef Anton's Cajun Seasoning,550.0
EASTC,2,Condiments,5,Chef Anton's Gumbo Mix,480.37500858306885
EASTC,2,Condiments,65,Louisiana Fiery Hot Pepper Sauce,442.0499839782715
EASTC,2,Condiments,66,Louisiana Hot Spiced Okra,408.0
EASTC,1,Beverages,1,Chai,337.5
EASTC,1,Beverages,35,Steeleye Stout,503.99998664855957
EASTC,1,Beverages,43,Ipoh Coffee,276.0
ERNSH,8,Seafood,10,Ikura,2634.99998152256
ERNSH,8,Seafood,13,Konbu,397.7999972105026
ERNSH,8,Seafood,18,Carnarvon Tigers,450.0
ERNSH,8,Seafood,30,Nord-Ost Matjeshering,931.5000343322754
ERNSH,8,Seafood,40,Boston Crab Meat,1674.3999652862549
ERNSH,8,Seafood,41,Jack's New England Clam Chowder,486.0999822616577
ERNSH,8,Seafood,45,Rogede sild,243.6749998088926
ERNSH,8,Seafood,46,Spegesild,432.0000171661377
ERNSH,7,Produce,7,Uncle Bob's Organic Dried Pears,540.0
ERNSH,7,Produce,14,Tofu,217.3874984756112
ERNSH,7,Produce,28,Rössle Sauerkraut,5054.279859892727
ERNSH,7,Produce,51,Manjimup Dried Apples,6041.999995261431
ERNSH,7,Produce,74,Longlife Tofu,616.0
ERNSH,6,Meat/Poultry,17,Alice Mutton,3730.3500230491163
ERNSH,6,Meat/Poultry,29,Thüringer Rostbratwurst,2797.206009330243
ERNSH,6,Meat/Poultry,54,Tourtière,472.00000762939453
ERNSH,6,Meat/Poultry,55,Pâté chinois,1325.9999907016754
ERNSH,5,Grains/Cereals,22,Gustaf's Knäckebröd,1092.0
ERNSH,5,Grains/Cereals,23,Tunnbröd,431.9999885559082
ERNSH,5,Grains/Cereals,42,Singaporean Hokkien Fried Mee,492.79999753832817
ERNSH,5,Grains/Cereals,56,Gnocchi di nonna Alice,3571.999988555908
ERNSH,5,Grains/Cereals,57,Ravioli Angelo,858.0000095367432
ERNSH,5,Grains/Cereals,64,Wimmers gute Semmelknödel,6290.900010628999
ERNSH,4,Dairy Products,11,Queso Cabrales,818.9999771118164
ERNSH,4,Dairy Products,12,Queso Manchego La Pastora,3062.7999918460846
ERNSH,4,Dairy Products,31,Gorgonzola Telino,1729.9999963492155
ERNSH,4,Dairy Products,32,Mascarpone Fabioli,122.88000137329101
ERNSH,4,Dairy Products,33,Geitost,120.0
ERNSH,4,Dairy Products,59,Raclette Courdavault,8513.999990820885
ERNSH,4,Dairy Products,60,Camembert Pierrot,5440.0
ERNSH,4,Dairy Products,69,Gudbrandsdalsost,3050.999995172024
ERNSH,4,Dairy Products,71,Flotemysost,1036.29999910295
ERNSH,4,Dairy Products,72,Mozzarella di Giovanni,600.4799825263024
ERNSH,3,Confections,16,Pavlova,2007.8650238758325
ERNSH,3,Confections,20,Sir Rodney's Marmalade,3159.0
ERNSH,3,Confections,21,Sir Rodney's Scones,1085.9999999403954
ERNSH,3,Confections,26,Gumbär Gummibärchen,929.0924798664452
ERNSH,3,Confections,27,Schoggi Schokolade,1317.0000457763672
ERNSH,3,Confections,48,Chocolade,606.8999843955041
ERNSH,3,Confections,50,Valkoinen suklaa,357.5
ERNSH,3,Confections,62,Tarte au sucre,3352.3999246120457
ERNSH,2,Condiments,3,Aniseed Syrup,429.9999997019768
ERNSH,2,Condiments,5,Chef Anton's Gumbo Mix,1427.9999967068434
ERNSH,2,Condiments,44,Gula Malacca,1133.8249991107732
ERNSH,2,Condiments,61,Sirop d'érable,4163.849988788366
ERNSH,2,Condiments,63,Vegie-spread,3817.999954223633
ERNSH,2,Condiments,65,Louisiana Fiery Hot Pepper Sauce,2280.38741474133
ERNSH,2,Condiments,66,Louisiana Hot Spiced Okra,816.0000228881836
ERNSH,1,Beverages,2,Chang,759.999990105629
ERNSH,1,Beverages,24,Guaraná Fantástica,1090.799997329712
ERNSH,1,Beverages,34,Sasquatch Ale,1910.9999940544367
ERNSH,1,Beverages,35,Steeleye Stout,1031.3999854087829
ERNSH,1,Beverages,38,Côte de Blaye,4005.200054842234
ERNSH,1,Beverages,39,Chartreuse verte,2915.9999965131283
ERNSH,1,Beverages,70,Outback Lager,563.999999910593
ERNSH,1,Beverages,75,Rhönbräu Klosterbier,430.8999998383224
FAMIA,8,Seafood,30,Nord-Ost Matjeshering,776.6999816894531
FAMIA,8,Seafood,40,Boston Crab Meat,58.79999923706055
FAMIA,8,Seafood,41,Jack's New England Clam Chowder,115.79999542236328
FAMIA,8,Seafood,46,Spegesild,91.79999935626984
FAMIA,6,Meat/Poultry,53,Perth Pasties,778.9999812692404
FAMIA,6,Meat/Poultry,54,Tourtière,223.4999942779541
FAMIA,6,Meat/Poultry,55,Pâté chinois,144.0
FAMIA,5,Grains/Cereals,52,Filo Mix,28.0
FAMIA,4,Dairy Products,33,Geitost,100.0
FAMIA,4,Dairy Products,60,Camembert Pierrot,346.7999975681305
FAMIA,3,Confections,19,Teatime Chocolate Biscuits,124.83000316366554
FAMIA,3,Confections,25,NuNuCa Nuß-Nougat-Creme,111.99999809265137
FAMIA,3,Confections,47,Zaanse koeken,48.449999660253525
FAMIA,1,Beverages,24,Guaraná Fantástica,92.24999830126762
FAMIA,1,Beverages,34,Sasquatch Ale,111.99999809265137
FAMIA,1,Beverages,39,Chartreuse verte,611.9999794960023
FAMIA,1,Beverages,75,Rhönbräu Klosterbier,341.61999765068293
FOLIG,8,Seafood,18,Carnarvon Tigers,5000.0
FOLIG,8,Seafood,37,Gravad lax,207.99999237060547
FOLIG,7,Produce,7,Uncle Bob's Organic Dried Pears,1050.0
FOLIG,7,Produce,51,Manjimup Dried Apples,795.0
FOLIG,6,Meat/Poultry,54,Tourtière,35.40000057220459
FOLIG,5,Grains/Cereals,22,Gustaf's Knäckebröd,126.0
FOLIG,4,Dairy Products,59,Raclette Courdavault,528.0
FOLIG,3,Confections,21,Sir Rodney's Scones,400.0
FOLIG,3,Confections,47,Zaanse koeken,227.99999713897705
FOLIG,3,Confections,62,Tarte au sucre,1379.0000534057617
FOLIG,3,Confections,68,Scottish Longbreads,225.0
FOLIG,2,Condiments,63,Vegie-spread,1317.0000457763672
FOLIG,1,Beverages,24,Guaraná Fantástica,90.0
FOLIG,1,Beverages,35,Steeleye Stout,270.0
FOLIG,1,Beverages,75,Rhönbräu Klosterbier,15.5
FOLKO,8,Seafood,30,Nord-Ost Matjeshering,579.6000192031263
FOLKO,8,Seafood,41,Jack's New England Clam Chowder,532.7374802082777
FOLKO,8,Seafood,46,Spegesild,300.0
FOLKO,8,Seafood,58,Escargots de Bourgogne,254.40000820755955
FOLKO,8,Seafood,73,Röd Kaviar,866.9999997317791
FOLKO,7,Produce,7,Uncle Bob's Organic Dried Pears,1800.0
FOLKO,7,Produce,51,Manjimup Dried Apples,4664.0
FOLKO,6,Meat/Poultry,29,Thüringer Rostbratwurst,4642.125034332275
FOLKO,6,Meat/Poultry,55,Pâté chinois,755.9999957084656
FOLKO,5,Grains/Cereals,22,Gustaf's Knäckebröd,525.0
FOLKO,5,Grains/Cereals,23,Tunnbröd,215.9999991953373
FOLKO,5,Grains/Cereals,56,Gnocchi di nonna Alice,2280.0
FOLKO,4,Dairy Products,11,Queso Cabrales,772.7999624013902
FOLKO,4,Dairy Products,31,Gorgonzola Telino,18.75
FOLKO,4,Dairy Products,59,Raclette Courdavault,1925.0
FOLKO,4,Dairy Products,71,Flotemysost,103.20000457763672
FOLKO,4,Dairy Products,72,Mozzarella di Giovanni,835.1999816894531
FOLKO,3,Confections,47,Zaanse koeken,570.0
FOLKO,3,Confections,62,Tarte au sucre,251.42999434590342
FOLKO,3,Confections,68,Scottish Longbreads,157.5
FOLKO,2,Condiments,4,Chef Anton's Cajun Seasoning,1044.9999991804361
FOLKO,2,Condiments,44,Gula Malacca,194.50000762939453
FOLKO,2,Condiments,61,Sirop d'érable,683.9999974519014
FOLKO,2,Condiments,63,Vegie-spread,878.0000305175781
FOLKO,2,Condiments,66,Louisiana Hot Spiced Okra,850.0
FOLKO,1,Beverages,2,Chang,930.9999883770943
FOLKO,1,Beverages,39,Chartreuse verte,828.0
FOLKO,1,Beverages,70,Outback Lager,734.9999977648258
FOLKO,1,Beverages,75,Rhönbräu Klosterbier,340.9999982267618
FOLKO,1,Beverages,76,Lakkalikööri,1030.3199912774562
FRANK,8,Seafood,30,Nord-Ost Matjeshering,517.7999877929688
FRANK,8,Seafood,36,Inlagd Sill,790.3999882698059
FRANK,8,Seafood,37,Gravad lax,582.3999786376953
FRANK,8,Seafood,40,Boston Crab Meat,734.9999904632568
FRANK,8,Seafood,41,Jack's New England Clam Chowder,183.349992608279
FRANK,8,Seafood,46,Spegesild,720.0
FRANK,8,Seafood,58,Escargots de Bourgogne,397.5
FRANK,8,Seafood,73,Röd Kaviar,941.9999992847443
FRANK,7,Produce,14,Tofu,1185.75
FRANK,6,Meat/Poultry,29,Thüringer Rostbratwurst,1646.4070108852834
FRANK,6,Meat/Poultry,53,Perth Pasties,327.99999237060547
